country,year,Current_Account_Balance,Debt_Service_to_Exports,Financial_depth,GDP_per_Capita,Inflation_CPI,Regulatory_Quality,Terms_of_Trade,Treatment_Group,Criteria_1,Criteria_2
THA,2022,-3.46252016627717,7.9410488055394,196.179856402583,6272.57590996341,6.07741228434321,0.165019407868385,,0,0,0
THA,2023,1.43923468240437,11.7748574664743,197.803667845721,6393.88744975198,1.22802623546169,0.158257782459259,,0,0,0
TJK,2000,,,,429.537300984643,,-1.16177678108215,119.9445996045,1,1,0
TJK,2001,,,,461.681195760256,38.59188944886,,115.2712717561,1,1,0
TJK,2002,-1.23935164268065,12.607544404982,,501.80856647117,12.2499847845885,-1.34647178649902,113.0710952927,1,1,0
TJK,2003,-0.306284579701348,8.43521253451615,,546.391479808684,16.3034912049491,-1.0894900560379,119.6062933665,1,1,0
TJK,2004,-2.74745860241597,8.31975227960478,,590.957111385699,7.14196508692253,-1.12121140956879,123.4132522921,1,1,0
TJK,2005,-12.809877638523,8.24284402297326,,618.333702588577,7.09193244083773,-1.12793004512787,116.2186815235,1,1,0
TJK,2006,-13.1584118273093,5.89997044469129,,649.163328755334,10.0108651886461,-1.10614681243896,130.8555793663,1,1,0
TJK,2007,-32.096259393905,4.12566294050321,,686.48090192413,13.1491247062982,-1.13235282897949,125.3994959995,1,1,0
TJK,2008,-20.5138549086729,5.95224768434521,20.9301556295383,726.185491338269,20.4705219109964,-1.07706034183502,120.2029575133,1,1,0
TJK,2009,-14.40853186566,28.0578173519605,18.3626808652157,739.212878526331,6.44823481066697,-1.06424653530121,102.5350784938,1,1,0
TJK,2010,-10.2987565843148,30.8894714041049,7.63714397380134,770.604105393791,6.44531440780658,-1.01026976108551,118.8441235679,1,1,0
TJK,2011,-6.33655867344341,20.1285163691478,13.7997579164537,809.368229154093,12.4315490430406,-0.977914988994598,118.03765974,1,1,0
TJK,2012,-8.92695486705109,12.5246657586629,14.6259084176422,849.519080831738,5.83116601031462,-1.01184451580048,102.0254556361,1,1,0
