country,year,Control_of_Corruption,Government_Effectiveness,Rule_of_Law,Voice_and_Accountability,Regulatory_Quality,cbi_index,Current_Account_Balance,External_Debt_to_GNI,Debt_Service_to_Exports,GDP_Growth,GDP_per_Capita,Inflation_CPI,Terms_of_Trade,Treatment_Group_x,Criteria_1_x,Criteria_2_x,cpiapadm,cpiamacr,cpiafinq,cpiadebt,realIR,democracy_index,broad_money_to_gdp,Primary_fiscal_balance,CPIScore,EconomicFreedomIndex,Political_Stability,Contract_Enforcement_Score,Polity2_Score,Former_HIPC
DMA,2020,0.556784510612488,-0.126768589019775,0.791576862335205,0.870887696743011,0.268519282341003,"0,64",-36.9633253757218,93.7688630069324,26.983205848897,-16.6041095231221,6996.13658633828,-0.727116412668203,106.8163223054,1,1,0,3.5,4.5,3.5,3.0,8.124913964444385,,102.0370380349351,-8.43261984163127,,,1.31708955764771,,,0
DMA,2021,0.547485947608948,-0.120297245681286,0.691698372364044,0.812004029750824,0.289970070123672,"0,64",-33.5155990448367,91.7618233696305,19.8006172512553,6.8905494167316,7519.49355098053,1.4831944499819,96.8863130114,1,1,0,3.5,4.5,3.5,3.0,3.175850948055702,,94.35205048625284,-5.86504982590949,,,1.33413064479828,,,0
DMA,2022,0.539586186408997,-0.0973235219717026,0.734180450439453,0.796769261360168,0.341509431600571,"0,64",-26.9691848499082,98.3146312813529,22.5246147565762,5.58354626264079,7984.01911049722,7.7806152516404,,1,1,0,3.5,4.5,3.5,3.0,2.871637949822824,,85.20372202668163,-4.55734964894195,,,1.30801045894623,,,0
DMA,2023,0.544514536857605,0.260825008153915,0.62485259771347,0.786084830760956,0.308252662420273,"0,64",-34.1949273408919,91.2086083241558,24.3912618703578,4.71223818531963,8399.96601368496,4.22769324983409,,1,1,0,3.5,4.5,3.5,3.0,2.983837767012348,,78.74654362321468,0.413415034715534,,,1.28526425361633,,,0
DOM,2000,-0.688496112823486,-0.425159573554993,-0.676537394523621,0.225749954581261,-0.124804936349392,"0,37",-4.22327517754885,19.8499881522739,8.53430944610175,4.6617622800146,4154.06265527713,7.72413566181616,93.8104255524,0,0,0,,,,,18.27423999749085,,29.02604332339943,-0.111187099190865,,,0.0129473777487874,,8.0,0
DOM,2001,-0.580734297633171,-0.40607488155365,-0.6908810436725621,0.2315006256103515,-0.1908642314374445,"0,37",-2.89354387031244,21.2661144623634,10.8039798075934,2.45951636772918,4189.80766076945,8.88306848812961,98.6288244178,0,0,0,,,,,17.18452238050497,,36.75152009874173,0.0480286491132811,,,,,8.0,0
DOM,2002,-0.472972482442856,-0.386990189552307,-0.705224692821503,0.237251296639442,-0.256923526525497,"0,61",-2.94021829945032,25.3024113765895,11.4487958927188,4.49510340292099,4312.88294593947,5.22336769759447,95.8534153976,0,0,0,,,,,17.89582066459373,,34.69811321010015,-1.18312246562702,,,0.118558995425701,,8.0,0
DOM,2003,-0.728653252124786,-0.555919051170349,-0.640382707118988,0.0232535153627396,-0.39022970199585,"0,61",4.8412459657921,36.3807929652978,13.2218079029247,-1.34570618506442,4194.01788130909,27.4497127394395,90.4895498183,0,0,0,,,,,-1.550914208225356,,49.33297942678496,-2.62235442983542,,,-0.419894456863403,,8.0,0
DOM,2004,-0.592195391654968,-0.659424364566803,-0.680870890617371,0.0470070876181126,-0.446592062711716,"0,61",4.66562998909679,38.1263845810117,10.9758151257372,2.57013427930197,4243.09468795653,51.4608598338065,95.0350386677,0,0,0,,,,,-8.63525201427491,,38.31953800586969,-1.82560354889938,,5.83,-0.344310492277145,,8.0,0
DOM,2005,-0.710663259029388,-0.517401039600372,-0.685749292373657,-0.0705539360642433,-0.392353922128677,"0,61",-1.32180615715461,22.8845011207424,9.13945209303603,9.4282369467968,4582.67384283375,4.19020260472056,92.0246262855,0,0,0,,,,,17.32624118628425,,35.56625192666326,0.515477232454951,,6.51,-0.258760690689087,,8.0,0
DOM,2006,-0.723454773426056,-0.557839572429657,-0.584695756435394,0.205657720565796,-0.233389332890511,"0,61",-3.39866888826109,25.591096522369,15.1800204412873,9.1743554058408,4940.89563402297,7.57280523853074,94.9376205746,0,0,0,,,,,12.03451371416335,6.13,32.37007701759838,-0.400704866309551,,6.53,-0.109803065657616,,8.0,0
DOM,2007,-0.775851249694824,-0.666550159454346,-0.625862598419189,0.197003677487373,-0.223225876688957,"0,61",-4.92727717051081,25.7234913616157,15.1327598710491,7.41595171481455,5243.05707628193,6.14356655248047,98.1080228007,0,0,0,,,,,7.609744711037479,6.165,32.79495258577597,1.40222388059963,,6.6,-0.0785724595189095,,8.0,0
DOM,2008,-0.752358675003052,-0.635512411594391,-0.682735621929169,0.164732426404953,-0.161350831389427,"0,61",-9.39205249980337,22.8776041974128,15.0713870670601,3.20950426157958,5344.93067784953,10.6446210953712,92.1304619693,0,0,0,,,,,8.65401435672139,6.2,30.34174696571156,-1.90905049949274,,6.57,-0.0380077101290226,,8.0,0
DOM,2009,-0.806728780269623,-0.620937764644623,-0.809174060821533,0.0897984206676483,-0.163394451141357,"0,61",-4.77175407561185,25.4703402478417,16.6538393000533,0.946155167790621,5327.53279165634,1.44215131834353,97.7646833975,0,0,0,,,,,14.14294579471221,6.2,32.97115209572569,-1.05307323503583,,7.15,-0.0027351030148565,,8.0,0
DOM,2010,-0.883080899715424,-0.687138080596924,-0.855494201183319,0.0738618969917297,-0.116028167307377,"0,61",-7.47026738085731,25.992379458264,11.1610779149617,8.33965105962218,5698.41429685183,6.32993220146146,95.8158998579,0,0,0,,,,,6.347720678597107,6.2,32.42304034154208,-1.13508747511423,,7.26,-0.0449540354311466,,8.0,0
DOM,2011,-0.844827234745026,-0.63081967830658,-0.808169066905975,0.0904332846403122,-0.173335298895836,"0,61",-7.51114424482423,27.0681408768058,10.7627966545772,3.13342300326755,5802.84238987035,5.79676809206533,94.0908622509,0,0,0,,,,,6.930587161558865,6.2,32.74944328667927,-1.03540322472919,,7.23,-0.0004818502056878,,8.0,0
DOM,2012,-0.897264659404755,-0.538394749164581,-0.716865837574005,0.124592199921608,-0.0618661120533943,"0,61",-6.54329188822032,37.9217758143119,16.4735544471245,2.71736789670562,5886.66561521702,3.69449707884777,94.6864086379,0,0,0,,,,,9.880588134197756,6.49,33.35603827610566,-4.38240168700958,32.0,7.19,0.252366811037064,,8.0,0
DOM,2013,-0.912038087844849,-0.488938599824905,-0.534985601902008,0.115321941673756,-0.0211300067603588,"0,61",-4.09669996553836,40.123735595968,17.3282431904288,4.87520509332271,6098.90503670225,4.830950967408,92.4242362308,0,0,0,,,,,8.499705583682765,6.74,34.01034779976202,-2.17833533493724,29.0,7.29,0.207428693771362,,8.0,0
DOM,2014,-0.842135190963745,-0.456834703683853,-0.383904725313187,0.188916221261024,0.0333384610712528,"0,61",-3.23042785325025,41.0892591450618,18.4215063028066,7.05046368965911,6451.88289713534,2.99864226125219,92.0886282795,0,0,0,,,,,9.184329641524284,6.67,33.27673238884424,-0.39946903630512,32.0,7.38,0.145934492349625,,8.0,0
DOM,2015,-0.873729884624481,-0.394820213317871,-0.529519259929657,0.154222220182419,0.0140787828713655,"0,61",-1.79906290356184,39.1734753082527,29.8630953551523,6.9270187716221,6819.93225155181,0.836746346724557,100.0,0,0,0,,,,,12.10554541012497,6.67,34.04849616095203,2.28028280669043,33.0,7.42,0.227570921182632,,8.0,0
DOM,2016,-0.810472190380096,-0.290739774703979,-0.394124180078506,0.181855902075768,-0.009296678006649,"0,61",-1.07615585415127,39.048752377898,18.6013519565159,6.65920026269582,7193.70124923098,1.61416607245223,104.481125901,0,0,0,,,,,12.83460739842799,6.67,34.35102694047315,-0.570383248209162,31.0,7.38,0.241259410977364,,7.0,0
DOM,2017,-0.787598609924316,-0.38338103890419,-0.428010761737823,0.159204080700874,-0.0386812426149845,"0,61",-0.166379063172654,38.6537684967843,15.5802494483517,4.66670467732366,7447.94340728752,3.27955694678546,99.7300977432,0,0,0,,,,,9.338161416287196,6.66,34.56120526131797,-0.541156681239559,29.0,7.33,0.152073904871941,,7.0,0
DOM,2018,-0.830888628959656,-0.38873553276062,-0.365240544080734,0.124981448054314,-0.0285366922616959,"0,61",-1.54461337602595,38.9233402477705,14.2572261129118,6.98252758458058,7882.85726898612,3.56443426013508,94.9854918471,0,0,0,,,,,8.0792258527232,6.54,33.08592853988375,0.42819643770792,30.0,7.41,0.012300387956202,,7.0,0
DOM,2019,-0.838990390300751,-0.351295411586761,-0.320300966501236,0.17925138771534,-0.0187732968479395,"0,61",-1.33559890727136,41.3510062816736,17.4118159016959,5.05216802016253,8195.9832061503,1.81060377042959,99.2678142253,0,0,0,,,,,9.715764840759118,6.54,34.30346394434543,-0.719853126347587,28.0,7.45,-0.003112269565463,49.0,,0
DOM,2020,-0.750963449478149,-0.281447857618332,-0.171013608574867,0.237134993076324,0.0231650732457638,"0,61",-1.6858466539231,54.0654732215111,40.4184587108251,-6.72023937283404,7565.84276444044,3.78103179915517,109.9584120466,0,0,0,,,,,5.973957523345638,6.32,42.75415646751586,-4.6651243273941,,7.21,0.164981201291084,,,0
DOM,2021,-0.590438902378082,-0.0025712272617965,-0.11635073274374,0.294744700193405,0.0779508575797081,"0,61",-2.84932341249584,49.0151017153918,16.7198383304297,12.2719902347896,8406.36934183752,8.24300347981809,99.291797142,0,0,0,,,,,1.699015129043226,6.45,40.17507875129859,0.176214569766815,,,0.287386029958725,,,0
DOM,2022,-0.439807772636414,-0.0684610605239868,-0.0933533534407616,0.313117146492004,0.0695477873086929,"0,61",-5.76805690073836,44.1678555185568,13.7446597768317,4.85832403582451,8730.59334982646,8.81109209279587,,0,0,0,,,,,1.025970294833195,6.39,36.53287227379938,-0.39928490345702,,,0.249287635087967,,,0
DOM,2023,-0.449474930763245,0.12803441286087,-0.128592282533646,0.325887054204941,0.171186909079552,"0,61",-3.60354561344743,45.0462239913968,18.810806572052,2.36061568723294,8857.40278693789,4.78561281021135,,0,0,0,,,,,7.52708778224265,6.44,38.39292407385635,-0.120157023069974,,,0.239014014601707,,,0
DZA,2000,-0.987298190593719,-1.01074934005737,-1.24584436416626,-1.11005222797394,-0.710209369659424,"0,18",,48.8890707651687,,3.80000000133003,3553.32420521282,0.339163189071768,53.1043580755,0,0,0,,,,,-10.33437799781021,,37.82972484148229,12.5378901989086,,,-1.43257737159729,,,0
DZA,2001,-0.958026587963104,-0.8124783337116225,-0.941288769245148,-1.07735621929169,-0.6425804793834685,"0,18",,39.3442465001744,,2.99999999909851,3610.00605632903,4.22598834854673,55.1671539035,0,0,0,,,,,1.375406935670289,,52.38176442276507,6.370053058163,,,,,,0
DZA,2002,-0.928754985332489,-0.614207327365875,-0.636733174324036,-1.04466021060944,-0.574951589107513,"0,18",,38.8344668156841,,5.40000000000001,3754.66081539402,1.41830192345051,53.827423935,0,0,0,,,,,7.112828502614035,,57.87507993638479,3.01402364884163,,,-1.63456511497498,,,0
DZA,2003,-0.715244472026825,-0.674277365207672,-0.605380773544312,-1.07671809196472,-0.481900811195374,"0,38",,33.4655979700766,,6.5,3945.89816092714,4.268953958395,61.6248545105,0,0,0,,,,,-0.750361450306094,,58.01596367115192,9.22114187417654,,,-1.75440907478333,,,0
DZA,2004,-0.699272692203522,-0.559222877025604,-0.616287350654602,-0.802059054374695,-0.441777735948563,"0,38",,25.3575940390718,,4.50000000000001,4066.28204806069,3.96180030257187,68.8872199121,0,0,0,,,,,-3.092518537810498,,55.02186441448511,7.6502014462459,,4.98,-1.35918843746185,,,0
DZA,2005,-0.466420471668243,-0.446233421564102,-0.773644506931305,-0.715685963630676,-0.341526746749878,"0,38",19.7857720899622,16.6718996292423,11.9100885597204,5.39999999999989,4223.60252134721,1.38244656662118,87.6627490125,0,0,0,,,,,-3.881747500408387,,51.89256106765875,12.3649330614136,,5.34,-0.913666009902954,,,0
DZA,2006,-0.564962565898895,-0.438161790370941,-0.775204539299011,-0.916875541210175,-0.500463128089905,"0,38",23.4985369430055,4.97152426780518,22.4791640361002,2.90000000000011,4279.61547125531,2.31149918514424,101.0081722716,0,0,0,,,,,-2.5105199773419,3.17,54.46499549758764,13.6364534584497,,5.28,-1.1264134645462,,,0
DZA,2007,-0.592309474945068,-0.537276387214661,-0.791886448860168,-0.984122395515442,-0.52258163690567,"0,38",21.3033457890387,4.35512550847986,2.03852000915551,3.09999999999988,4339.25055772185,3.67899574741699,100.6546878384,0,0,0,,,,,0.8445584353482488,3.245,60.71736275767891,5.43119717955355,,5.23,-1.15058553218842,,,0
DZA,2008,-0.633444845676422,-0.603184521198273,-0.767772257328033,-0.979712247848511,-0.62473601102829,"0,38",18.8233635111302,3.48345271804687,1.43761421393531,2.5000000000001,4367.56538019901,4.85859062814939,122.9104559715,0,0,0,,,,,-6.183124664046862,3.32,59.7094462183175,8.31099082945872,,5.05,-1.09584629535675,,,0
DZA,2009,-0.614938259124756,-0.534546136856079,-0.82556688785553,-1.03841888904572,-0.964235186576843,"0,38",0.287169379874168,4.97061770707882,1.99651742058322,1.19999999999996,4336.10054056598,5.73706036145628,90.9395280968,0,0,0,,,,,16.59761447004037,3.38,66.78192168787564,-5.95429756863516,,4.97,-1.19691348075867,,,0
DZA,2010,-0.552147269248962,-0.395901709794998,-0.816793382167816,-1.02233076095581,-1.10480070114136,"0,41",6.8736192928034,4.08151122888316,1.03761213157002,4.80000000000005,4456.61027416201,3.91106195534028,119.5362856718,0,0,0,,,,,-6.539563572329205,3.44,62.615639276869,-0.869183126503447,,4.93,-1.25936758518219,,,0
DZA,2011,-0.572699666023254,-0.520578742027283,-0.845334827899933,-1.00412118434906,-1.21237993240356,"0,41",8.09495300569721,2.79502503571165,0.791339569436198,2.99999999999984,4501.35430135827,4.5242115050527,139.423924752,0,0,0,,,,,-7.620226488837889,3.44,62.35097958113492,-0.821624561136903,,4.92,-1.36056065559387,,,0
DZA,2012,-0.521544516086578,-0.447385340929031,-0.812617719173431,-0.906026601791382,-1.32038903236389,"0,41",5.32371106942359,2.45181066053088,1.08157221833616,2.40000000000005,4518.4397895726,8.89145091062317,154.4967814805,0,0,0,,,,,-0.0022652617760208,3.83,62.54402455226351,-3.79781521603969,34.0,4.7,-1.32504332065582,,,0
DZA,2013,-0.472966939210892,-0.431544005870819,-0.69340193271637,-0.893428981304169,-1.13844060897827,"0,41",0.517147116303438,2.3216374434856,0.744447016382687,2.60000000000001,4543.23444004859,3.25423910998847,150.3603067767,0,0,0,,,,,7.04435828684442,3.83,65.5009854719817,-0.545805545324223,36.0,4.94,-1.20237147808075,,,0
DZA,2014,-0.61311799287796,-0.339864790439606,-0.804650962352753,-0.813460826873779,-1.30188941955566,"0,41",-3.8772158836163,2.35483971239342,0.448059126334839,4.09999999999997,4634.10149183949,2.91692692067458,143.4029715333,0,0,0,,,,,6.4559997995197,3.83,70.96747932807533,-6.94864614781665,36.0,4.85,-1.19053518772125,,,0
DZA,2015,-0.639462769031525,-0.410829484462738,-0.941968441009521,-0.847631812095642,-1.25690579414368,"0,41",-14.4205446442816,2.54364859716069,1.72343736396926,3.20000000000009,4685.05902729002,4.78444700693889,100.0,0,0,0,,,,,13.66835055517971,3.95,72.59120329298415,-13.6485385228423,36.0,4.68,-1.09078657627106,,,0
DZA,2016,-0.673700511455536,-0.464708805084229,-0.916658818721771,-0.861599445343018,-1.2414299249649,"0,41",-14.4962877563746,3.04185731658775,1.01403802715903,3.89999999999995,4768.73140080218,6.39769480268757,82.5372236418,0,0,0,,,,,7.082635670027305,3.56,69.83807103292622,-11.6083717465229,34.0,4.96,-1.09974193572998,,,0
DZA,2017,-0.598896265029907,-0.537024140357971,-0.925012648105621,-0.903114080429077,-1.2794988155365,"0,41",-11.6217683736912,3.04068226870519,0.599990207704779,1.50000000000003,4742.90075536604,5.59111590961664,93.880987359,0,0,0,,,,,2.917906280360713,3.56,71.06339519798206,-6.75398049014352,33.0,4.72,-0.919614315032959,,,0
DZA,2018,-0.658903956413269,-0.488536387681961,-0.806978523731232,-0.995263040065765,-1.34690141677856,"0,41",-8.68941296193565,2.9993581233126,0.476882299088464,1.40000000000002,4717.00358853556,4.26999020467084,111.019824637,0,0,0,,,,,1.728749772007368,3.5,73.34167761189605,-5.70524529649903,35.0,4.8,-0.842107713222504,,,0
DZA,2019,-0.656169533729553,-0.567920982837677,-0.861034154891968,-1.0534600019455,-1.38831329345703,"0,41",-8.76373598794007,2.89761005806805,0.491759309197809,0.899999999999949,4672.66408682198,1.95176821052892,101.6912729064,0,0,0,,,,,7.054714548430416,4.01,71.50547166048227,-8.01512804206413,35.0,4.74,-1.05585384368896,53.1,,0
DZA,2020,-0.666826963424683,-0.573643207550049,-0.798027575016022,-1.08850860595703,-1.35530030727386,"0,41",-11.0309095376359,3.19351816817222,0.679785382766469,-4.99999999999997,4363.68533766912,2.41513094083414,72.7872075272,0,0,0,,,,,13.33987672257615,3.77,84.87178893053499,-9.69680401785781,,4.92,-0.847820401191711,,,0
DZA,2021,-0.635961413383484,-0.65274578332901,-0.833022832870483,-1.01377856731415,-1.18196296691895,"0,41",-2.42326388144805,4.0412069797176,0.451811806285505,3.79999999999995,4456.74687641147,7.22606307415477,115.7738397249,0,0,0,,,,,-6.842423629973879,3.77,79.82603177366376,-5.74333387296217,,,-0.992457151412964,,,0
DZA,2022,-0.638041079044342,-0.51349949836731,-0.833259999752045,-1.01191890239716,-1.06357324123383,"0,41",8.61249001435547,3.23500714727335,0.426448875667624,3.59999999999998,4544.46688059647,9.26551551551553,,0,0,0,,,,,-12.16031644512108,3.66,71.64695890454314,-1.82382379473737,,,-0.650652348995209,,,0
DZA,2023,-0.589308321475983,-0.670135140419006,-0.678364396095276,-0.979883790016174,-0.948087155818939,"0,44",2.5680705576358,2.99755443312169,0.764096150519173,4.10000000000004,4660.40545686886,9.32217375928322,,0,0,0,,,,,7.084596920816172,3.66,72.33077371965331,-3.88651564445726,,,-0.577885270118713,,,0
ECU,2000,-0.79962956905365,-0.685290277004242,-0.666360259056091,-0.247218117117882,-0.452023267745972,"0,88",6.34355414802451,106.424172888522,50.9622733288772,1.09180164720277,3953.39879728357,96.0963756926096,88.4600679762,0,0,0,,,,,,,21.6446761777991,,,,-0.572284936904907,,6.0,0
ECU,2001,-0.83394530415535,-0.758243292570114,-0.711437851190567,-0.1461034435778857,-0.5905189514160161,"0,88",-2.38325088255005,81.8056350447042,38.2704359107775,4.20627185748789,4049.0001889951,37.6767454518094,82.6655095877,0,0,0,,,,,,,21.61771365182467,,,,,,6.0,0
ECU,2002,-0.86826103925705,-0.831196308135986,-0.756515443325043,-0.0449887700378895,-0.72901463508606,"0,88",-4.50586234491735,75.8700823902959,42.543381282345,4.92809549611376,4174.89793579965,12.4835980082095,86.7037998413,0,0,0,,,,,,,25.15499780282113,,,,-0.759720921516418,,6.0,0
ECU,2003,-0.72812420129776,-0.936161398887634,-0.780572593212128,-0.121541075408459,-0.723995983600616,"0,88",-1.24920361685129,67.744877233119,33.8914902574685,2.88450036512064,4220.21298466638,7.92936487461556,90.249446458,0,0,0,,,,,,,25.91006254503441,,,,-0.961056590080261,,6.0,0
ECU,2004,-0.726669907569885,-0.957234144210815,-0.764899849891663,-0.244635745882988,-0.699335694313049,"0,88",-1.36219189560774,61.8221393765361,43.9935585182862,6.83239736646514,4430.23717984188,2.74323198926704,90.2533765619,0,0,0,,,,,,,28.35147511942552,,,5.75,-0.842910349369049,,6.0,0
ECU,2005,-0.735878944396973,-0.96779453754425,-0.821377992630005,-0.363743484020233,-0.777636587619781,"0,88",1.17661120468016,53.0944876560719,37.1036699044119,5.39862243994342,4589.32849203452,2.1682770118372,98.9682015902,0,0,0,,,,,,,29.6186201100235,,,5.99,-0.793961822986603,,6.0,0
ECU,2006,-0.784096121788025,-1.03793919086456,-1.03100264072418,-0.253862708806992,-1.09882938861847,"0,88",3.80804965411111,46.474573021664,30.7283494835413,4.34113198577639,4706.98056823816,3.29874846258215,107.8735118405,0,0,0,,,,,,5.64,29.49717700265099,,,6.06,-0.853825330734253,,7.0,0
ECU,2007,-0.745632350444794,-0.861449539661407,-1.03286147117615,-0.161115884780884,-1.13693797588348,"0,88",3.78442738247704,44.0856878116611,23.9110639310326,1.90242859700484,4715.30359842555,2.27618478002121,113.8202815749,0,0,0,,,,,,5.64,31.3915215103295,,,6.08,-0.815987229347229,,5.0,0
ECU,2008,-0.654705822467804,-0.854377806186676,-1.10530638694763,-0.222304701805115,-1.12754857540131,"0,28",2.89405288656368,31.8666469659836,11.8820542515181,6.56492068224719,4939.90215021789,8.40009593987462,131.2006122243,0,0,0,,,,,,5.64,31.71202067150175,,,5.84,-0.728682398796082,,5.0,0
ECU,2009,-0.744574427604675,-0.738012194633484,-1.20504021644592,-0.250357389450073,-1.25917947292328,"0,28",0.520924336749102,22.7348481565085,49.5212685332123,1.0910129698311,4909.33681705683,5.15996829181047,108.501924202,0,0,0,,,,,,5.705,34.55027875873422,,,6.05,-0.673675775527954,,5.0,0
ECU,2010,-0.707744359970093,-0.674511253833771,-1.14322912693024,-0.231080830097198,-1.12405169010162,"0,28",-2.32172616604527,22.9267416497492,8.87019534300809,4.02913787986621,5022.20374387205,3.55437734567843,124.1012486728,0,0,0,,,,,,5.77,35.4739834890087,,,6.06,-0.586674451828003,,5.0,0
ECU,2011,-0.641708135604858,-0.527820348739624,-1.14428532123566,-0.293364822864532,-0.956343531608582,"0,28",-0.506587087684931,20.8128267378918,9.71447853723941,8.48147656332823,5359.45724615639,4.4745326579584,139.9851116752,0,0,0,,,,,,5.72,35.69433769869561,,,5.96,-0.686557531356812,,5.0,0
ECU,2012,-0.508597850799561,-0.474284678697586,-1.06392514705658,-0.29611411690712,-0.943592429161072,"0,28",-0.166909556494228,18.8054980939561,9.97143640037966,5.783212336172,5579.85624282158,5.10172180958666,140.1522729849,0,0,0,,,,,,5.78,37.58496135546652,-2.06576898972005,32.0,6.01,-0.570306479930878,,5.0,0
ECU,2013,-0.502911984920502,-0.448586314916611,-0.870363593101501,-0.25279027223587,-0.837611019611359,"0,28",-0.966037832420016,20.0522206650203,11.3348973198283,7.21123653679159,5893.32172683036,2.72177577710371,140.8238165294,0,0,0,,,,,,5.87,38.911990511496,-7.2768284873075,35.0,5.96,-0.178656712174416,,5.0,0
ECU,2014,-0.741118490695953,-0.385554224252701,-0.970792293548584,-0.202547445893288,-0.920283794403076,"0,28",-0.651047970913705,24.6905647226746,13.8374520309622,4.22606520388456,6055.04172761485,3.58922016616663,131.9426986924,0,0,0,,,,,,5.87,42.04895281629588,-7.13291564010808,33.0,5.76,-0.0185332093387842,,5.0,0
ECU,2015,-0.672376871109009,-0.394527703523636,-0.956418454647064,-0.211860507726669,-1.14157736301422,"0,28",-2.28484408591192,29.7448712901636,23.6277528717822,0.119692109287612,5976.1596805651,3.96664623255358,100.0,0,0,0,,,,,,5.87,42.28705736117018,-5.50255472440272,32.0,6.2,-0.147344976663589,,5.0,0
ECU,2016,-0.68079274892807,-0.383570671081543,-0.649083614349365,-0.247269630432129,-0.958474397659302,"0,28",0.921880823309631,36.9480973788042,26.5362577659863,-0.687954245877947,5849.13587933672,1.72826463324533,95.377765863,0,0,0,,,,,,5.81,49.59267389268262,-8.72292539580125,31.0,6.18,-0.0917104333639145,,5.0,0
ECU,2017,-0.626104652881622,-0.352247714996338,-0.718140542507172,-0.172362104058266,-1.02358734607697,"0,28",-0.388423584941001,40.3243295654818,29.1894223566202,5.97039880954841,6104.27253521751,0.417335588666825,103.5794896784,0,0,0,,,,,,6.02,37.0884180365937,-3.71601876262236,32.0,6.31,-0.0789320766925812,,5.0,0
ECU,2018,-0.629500389099121,-0.317793667316437,-0.663264274597168,0.0008326754905283,-0.886888802051544,"0,28",-1.53393873198942,42.990885818293,35.6012737962238,1.044295546927,6063.09567428953,-0.224103246005552,112.9475755897,0,0,0,,,,,,6.27,37.73507854495283,-0.328528915175053,34.0,6.47,-0.0947211682796478,,5.0,0
ECU,2019,-0.509275019168854,-0.367696136236191,-0.542950987815857,0.0317208766937256,-0.796693980693817,"0,28",-0.507339455466227,49.6563976530692,35.8124309279228,0.165403532646692,5971.38938386723,0.266012515466155,108.9735504698,0,0,0,,,,,,6.33,41.03189302905041,-0.752706820633354,38.0,6.48,-0.238217756152153,56.3,,0
ECU,2020,-0.504086554050446,-0.470506340265274,-0.540949642658234,-0.0146998642012477,-0.871133387088776,"0,28",2.09143136395223,60.9449458519181,41.0601621316488,-9.24509637743429,5355.68933100132,-0.338872392562139,93.7609656317,0,0,0,,,,,,6.13,50.63875087372438,-4.4827377997993,,6.3,-0.270243227481842,,,0
ECU,2021,-0.59461385011673,-0.241593524813652,-0.354992210865021,0.0996665507555008,-0.719614744186401,"0,28",2.73530514830235,54.9799279315673,22.5084931183327,9.818417748417,5836.16760887012,0.133251386096389,107.4244254634,0,0,0,,,,,,5.71,50.88096488967791,-0.303722105496973,,,-0.25738736987114,,,0
ECU,2022,-0.63026487827301,-0.309278339147568,-0.620780825614929,0.0273947101086378,-0.45972153544426,"0,28",1.83322993167713,52.9169577089111,14.4815185371615,6.18613907258741,6148.02265521212,3.46616972213077,,0,0,0,,,,,,5.69,51.63244800071713,1.5780821853525,,,-0.37122431397438,,,0
ECU,2023,-0.647337436676025,-0.494244992733002,-0.957790791988373,-0.061911303550005,-0.718200981616974,"0,28",1.97395215922557,52.121445895075,18.4323878118837,2.35521790742197,6238.15868442687,2.21568764237058,,0,0,0,,,,,,5.41,53.29288422998744,-1.3580599533037,,,-0.338139981031418,,,0
EGY,2000,-0.4926677942276,-0.174759328365326,-0.0515826977789402,-0.89450615644455,-0.301753908395767,"0,49",-0.972570273448986,29.1436697781484,9.82950725273552,6.37000382991766,2458.60835003016,2.68380535348546,75.1970346164,0,0,0,,,,,8.919600974251,,76.74189944134078,,,,0.0497975237667561,,-6.0,0
EGY,2001,-0.466412752866745,-0.310428813099861,-0.0315253851003945,-0.99839809536934,-0.3793287873268125,"0,49",-0.401718427655422,28.9819896399422,11.3432564081069,3.53525197391507,2492.03441188721,2.26975720475956,71.9653934464,0,0,0,,,,,11.21451337563572,,82.37828268748257,,,,,,-6.0,0
EGY,2002,-0.44015771150589,-0.446098297834396,-0.0114680724218488,-1.10229003429413,-0.456903666257858,"0,49",0.730979150171549,34.8088896707165,12.1375050484066,2.39020402573726,2498.48121191713,2.73723855000334,70.2999753262,0,0,0,,,,,10.30003194399498,,87.83650039588282,,,,-0.414172112941742,,-6.0,0
EGY,2003,-0.530747950077057,-0.389788568019867,-0.0023544689174741,-1.08318543434143,-0.574796617031097,"0,49",4.66231377245509,37.9984128219101,13.0087888641242,3.19345473739745,2524.80477192682,4.50777636319304,73.032810292,0,0,0,,,,,6.327025948103473,,96.6788502994012,,,,-0.640924513339996,,-6.0,0
EGY,2004,-0.583505749702454,-0.278711497783661,0.0133178951218724,-0.947557926177979,-0.56948184967041,"0,42",4.97788419534309,39.9656119503054,8.02571278886904,4.0920716112534,2574.42341789124,11.270619332052,79.4660635911,0,0,0,,,,,1.526903428838764,,96.67862586338347,-3.12754996909128,,5.61,-0.822401702404022,,-6.0,0
EGY,2005,-0.539499521255493,-0.399056732654572,-0.0012232348090037,-0.964780926704407,-0.45302626490593,"0,42",2.34685756731662,34.2213422280108,7.11487779392182,4.47174447174434,2635.70305227819,4.86939696871988,91.9665908539,0,0,0,,,,,6.523640991713285,,97.13784244846796,-3.50306406685237,,5.85,-0.629358649253845,,-3.0,0
EGY,2006,-0.737334072589874,-0.49823722243309,-0.278967440128326,-1.19926512241364,-0.407716184854507,"0,42",2.45322162862231,28.7414925057896,6.3385277679948,6.84383819379117,2761.62410769792,7.64452644526434,95.9963388038,0,0,0,,,,,4.88079671789458,3.9,97.38731171134856,-2.19685931682046,,5.92,-0.837807655334473,,-3.0,0
