country,year,Control_of_Corruption,External_Debt_to_GNI,GDP_Growth,Government_Effectiveness,Rule_of_Law,Voice_and_Accountability,Treatment_Group,Criteria_1,Criteria_2
ERI,2020,-1.34057831764221,,,-1.64321792125702,-1.49006807804108,-2.06312227249146,0,0,0
ERI,2021,-1.25754857063293,,,-1.69597375392914,-1.58352196216583,-1.93026268482208,0,0,0
ERI,2022,-1.28224623203278,,,-1.73129761219025,-1.77305948734283,-1.88292789459229,0,0,0
ERI,2023,-1.47526490688324,,,-1.79375612735748,-1.76205575466156,-1.86236107349396,0,0,0
ETH,2000,-0.906757354736328,67.4176813772581,6.07321747957957,-1.20650112628937,-0.983719408512115,-1.03173887729645,1,1,0
ETH,2001,,70.241995024966,8.30130632052328,,,,1,1,0
ETH,2002,-0.717909097671509,84.0357388903259,1.51472570631101,-1.04439079761505,-0.959304392337799,-1.22613191604614,1,1,0
ETH,2003,-0.777412176132202,85.0919590523141,-2.16135972205798,-1.07022738456726,-0.834280729293823,-1.11473321914673,1,1,0
ETH,2004,-0.757493495941162,65.2403771482643,13.5726031368695,-0.878722608089447,-0.893445909023285,-1.18099057674408,1,1,0
ETH,2005,-0.772508382797241,49.9444271988528,11.8187659466494,-0.917718350887299,-0.938896775245667,-1.23875725269318,1,1,0
ETH,2006,-0.650104701519012,14.5710792759199,10.834727065877,-0.690580487251282,-0.667515754699707,-1.19371747970581,1,1,0
ETH,2007,-0.632185876369476,13.1458504385529,11.4561670000236,-0.47174859046936,-0.659463107585907,-1.20370495319366,1,1,0
ETH,2008,-0.666399776935577,10.512984266129,10.7885216853725,-0.450209558010101,-0.706700682640076,-1.30721271038055,1,1,0
ETH,2009,-0.704722344875336,16.5497677481654,8.80255319782566,-0.562428534030914,-0.832281887531281,-1.29824542999268,1,1,0
ETH,2010,-0.694108724594116,24.4334323010783,12.5505383459308,-0.488994628190994,-0.807519137859344,-1.34485614299774,1,1,0
ETH,2011,-0.667876601219177,26.9969906653902,11.1782962271641,-0.521041929721832,-0.741804361343384,-1.36264383792877,1,1,0
ETH,2012,-0.608586847782135,24.2166657612452,8.64781163337416,-0.454180359840393,-0.67731785774231,-1.30890786647797,1,1,0
ETH,2013,-0.501710414886475,26.4725857260442,10.5822700482672,-0.620984315872192,-0.649658679962158,-1.31313121318817,1,1,0
ETH,2014,-0.448165893554688,30.5557352254075,10.2574929610051,-0.443245232105255,-0.468583732843399,-1.28455746173859,1,1,0
ETH,2015,-0.476118475198746,31.7812582331685,10.3924630202334,-0.712037622928619,-0.5272017121315,-1.29830551147461,1,1,0
ETH,2016,-0.442086547613144,31.5941098593377,9.43348265784402,-0.714294850826263,-0.507818698883057,-1.40238106250763,1,1,0
ETH,2017,-0.582322061061859,32.1959898311992,9.56418964295607,-0.759255349636078,-0.469820439815521,-1.43262052536011,1,1,0
ETH,2018,-0.50531792640686,35.5726011060336,6.81614779681703,-0.666894257068634,-0.444717615842819,-1.16189217567444,1,1,0
ETH,2019,-0.434498816728592,31.8677865353877,8.3640856990789,-0.66142076253891,-0.482023179531097,-1.06248962879181,1,1,0
ETH,2020,-0.389672368764877,30.2339248083836,6.05953088643369,-0.589582562446594,-0.402888596057892,-1.03639280796051,1,1,0
ETH,2021,-0.422021746635437,28.9101035188528,5.64153071734657,-0.650382697582245,-0.623265862464905,-1.07109928131104,1,1,0
ETH,2022,-0.433258950710297,24.2766353490267,5.32117628383672,-0.791824162006378,-0.635894060134888,-1.04841494560242,1,1,0
ETH,2023,-0.465061634778976,20.3878956964506,6.49813464238613,-0.768662095069885,-0.670203268527985,-1.06066715717316,1,1,0
FJI,2000,0.630551934242249,11.3660625975357,-1.69999841605511,-0.14284160733223,-0.276727378368378,-0.346214205026627,0,0,0
FJI,2001,,11.070217211772,2.00000014675206,,,,0,0,0
FJI,2002,0.610876262187958,11.437632409154,3.19999911373267,0.301497399806976,0.00690796505659819,0.0286506414413452,0,0,0
FJI,2003,0.276081532239914,11.2158116445832,0.999999344757299,0.0618577711284161,0.00997454486787319,0.0666418224573135,0,0,0
FJI,2004,0.29008686542511,9.73804846308163,5.29999970460935,-0.472905904054642,0.0683883503079414,-0.0370266474783421,0,0,0
FJI,2005,-0.224626928567886,10.0096413385122,0.700000402432437,-0.0410240553319454,0.103356398642063,0.0493086352944374,0,0,0
FJI,2006,0.184131041169167,12.6285316523681,1.85248387199486,-0.0131071144714952,0.0516839437186718,-0.325200825929642,0,0,0
FJI,2007,0.121460936963558,12.0485077499855,-0.850654310045826,-0.539598524570465,-0.621160268783569,-0.650255858898163,0,0,0
FJI,2008,0.0983418449759483,20.0552324536721,1.03279422025967,-1.04641199111938,-0.574613034725189,-0.70470142364502,0,0,0
FJI,2009,-0.154777318239212,37.3509416651132,-1.38603770763581,-1.17454290390015,-0.865079581737518,-0.910686910152435,0,0,0
FJI,2010,-0.159897983074188,36.3986160778447,2.95467242212241,-0.915295720100403,-0.744324743747711,-1.1063551902771,0,0,0
FJI,2011,0.108835898339748,30.9904143602306,2.70514302901049,-0.898599445819855,-0.711457431316376,-1.09306156635284,0,0,0
FJI,2012,0.181172475218773,33.5563924605309,1.41131438177968,-1.04902374744415,-0.671125769615173,-0.978677988052368,0,0,0
FJI,2013,0.196483537554741,32.3053831543382,4.73421948956532,-1.02984869480133,-0.725811660289764,-0.909636080265045,0,0,0
FJI,2014,0.385087877511978,30.9469812264751,5.60351489641585,-0.400987982749939,-0.513779759407043,-0.176666140556335,0,0,0
FJI,2015,0.378061681985855,33.9342121657691,4.50119938335874,-0.334282904863358,-0.362949073314667,0.0277618281543255,0,0,0
FJI,2016,0.33558577299118,30.0766285283704,2.44565200769968,-0.280381351709366,-0.0901002138853073,0.0286825429648161,0,0,0
FJI,2017,0.638820290565491,33.721515797604,5.35336493706966,0.237182199954987,-0.0815383344888687,0.123874723911285,0,0,0
FJI,2018,0.69995129108429,31.1861081802427,3.81235097047221,0.7747842669487,0.176708772778511,0.145927339792252,0,0,0
FJI,2019,0.688054382801056,36.6801001723501,-0.581946371012094,0.762365400791168,0.422473400831223,0.0224217269569635,0,0,0
FJI,2020,0.613366007804871,49.3171104519663,-17.0386675274098,0.590555310249329,0.197523906826973,0.0560786165297031,0,0,0
FJI,2021,0.44344025850296,61.6073897331467,-4.88103605578388,0.660467982292175,0.300674289464951,-0.1721011698246,0,0,0
FJI,2022,0.388872087001801,63.5122588687754,19.7927266933385,0.593959331512451,0.325316250324249,-0.143952786922455,0,0,0
FJI,2023,0.50627201795578,65.2516184958026,7.52429088237292,0.490778684616089,0.304903954267502,0.186145916581154,0,0,0
GAB,2000,-0.592371881008148,91.4060951554922,-1.88296639760897,-0.4848812520504,-0.182711690664291,-0.470682233572006,0,0,0
GAB,2001,,78.4612185117591,2.13523342197423,,,,0,0,0
GAB,2002,-0.520378828048706,72.4497933882251,-0.249033168543434,-0.282606691122055,-0.249034658074379,-0.526887536048889,0,0,0
GAB,2003,-0.553776979446411,65.6666010211137,2.2473300115045,-0.425413876771927,-0.40603095293045,-0.662809371948242,0,0,0
GAB,2004,-0.826650083065033,62.5130970565072,0.689543058464849,-0.849328279495239,-0.483542829751968,-0.780080676078796,0,0,0
GAB,2005,-0.660073697566986,46.173861951464,2.67620333310926,-0.836270749568939,-0.39670604467392,-0.827001750469208,0,0,0
GAB,2006,-1.08306789398193,48.709055106344,-2.80657835569052,-0.835813224315643,-0.754506230354309,-0.950213253498077,0,0,0
GAB,2007,-1.16633176803589,48.2969273788531,6.00810802487668,-0.833615064620972,-0.706393182277679,-0.86647754907608,0,0,0
GAB,2008,-1.16565454006195,18.5507363685603,-3.30843064878751,-0.900729417800903,-0.624440610408783,-0.845180630683899,0,0,0
GAB,2009,-1.07714748382568,25.2548638328026,0.130331119816617,-0.762323498725891,-0.503719747066498,-0.971218228340149,0,0,0
GAB,2010,-0.905257821083069,23.3479360188722,7.08988731455126,-0.79597407579422,-0.461410343647003,-0.865145206451416,0,0,0
GAB,2011,-0.893178522586823,20.2591426269362,7.09175334258654,-0.847473442554474,-0.403134196996689,-0.905199348926544,0,0,0
GAB,2012,-0.666252255439758,20.9682000950422,5.25107691750407,-0.961209893226624,-0.414806485176086,-0.863606691360474,0,0,0
GAB,2013,-0.634305477142334,30.3496330016414,5.63869900338696,-0.868893802165985,-0.522603034973145,-0.863398909568787,0,0,0
GAB,2014,-0.678029417991638,26.9271691206854,4.31496444107469,-0.606707334518433,-0.473323464393616,-0.866170287132263,0,0,0
GAB,2015,-0.72360235452652,38.9088177850882,3.8788993950789,-0.759362697601318,-0.564373016357422,-0.894511580467224,0,0,0
GAB,2016,-0.758754312992096,41.6453797981868,2.09144220829562,-0.832691252231598,-0.611776113510132,-0.968311488628387,0,0,0
GAB,2017,-0.841892600059509,47.0383134247217,0.472642030911146,-1.0042712688446,-0.723504424095154,-1.06009995937347,0,0,0
GAB,2018,-0.85915344953537,43.7707263168428,0.83791658082157,-0.826597571372986,-0.719786107540131,-0.961422681808472,0,0,0
GAB,2019,-0.887044489383698,47.0071197415292,3.92080879452831,-0.957504510879517,-0.756188631057739,-1.04159319400787,0,0,0
GAB,2020,-0.886901438236237,53.2974117173897,-1.8377610635094,-0.991475403308868,-0.679911434650421,-0.977103650569916,0,0,0
GAB,2021,-0.868000090122223,45.9389337823775,1.46795731508091,-0.816382169723511,-0.708188772201538,-0.891519963741302,0,0,0
GAB,2022,-1.04297661781311,42.0199373621853,3.03761449502689,-0.685424149036407,-0.823756873607635,-0.880173981189728,0,0,0
GAB,2023,-1.01552844047546,41.1920406617422,2.44588083119469,-0.779809296131134,-0.872693359851837,-0.919151186943054,0,0,0
GEO,2000,-1.04017269611359,58.9851173597865,1.84038117927339,-0.42815425992012,-0.938497543334961,-0.283675938844681,0,0,0
GEO,2001,,58.9445103087218,4.80729867243699,,,,0,0,0
GEO,2002,-1.2641419172287,59.7276370609979,5.47402488700408,-0.712642133235931,-1.0840562582016,-0.505115449428558,0,0,0
GEO,2003,-0.65076744556427,53.7039866892724,11.0570310020104,-0.19849793612957,-0.912254095077515,-0.177865669131279,0,0,0
GEO,2004,-0.459568113088608,44.5575413523862,5.79268292682926,-0.55611526966095,-0.749769985675812,-0.0782668963074684,0,0,0
GEO,2005,-0.212853789329529,33.3174467227854,9.59113832853026,-0.42787379026413,-0.695962607860565,-0.0903711244463921,0,0,0
GEO,2006,0.0501524582505226,32.5483419859206,9.42148081189909,-0.244788363575935,-0.461667329072952,-0.0927100256085396,0,0,0
GEO,2007,-0.128835424780846,29.2582035087212,12.5755698246405,0.121599525213242,-0.344459146261215,-0.230410188436508,0,0,0
GEO,2008,-0.102076381444931,60.6282124130377,2.42161440960641,0.305029034614563,-0.262944459915161,-0.256853848695755,0,0,0
GEO,2009,-0.122036166489124,80.8779132869538,-3.65075229596822,0.297784507274628,-0.199315324425697,-0.188876047730446,0,0,0
GEO,2010,0.0123015772551298,71.9941407849804,6.24640865303363,0.327387809753418,-0.205984979867935,-0.160913214087486,0,0,0
GEO,2011,0.117519699037075,71.880972650143,7.9343365253078,0.578812718391418,-0.119617037475109,-0.172698855400085,0,0,0
GEO,2012,0.39742112159729,75.4972279090898,6.57883101954195,0.63056617975235,-0.00621734838932753,0.0215807761996984,0,0,0
GEO,2013,0.463619619607925,79.0847184650639,5.13288531209382,0.606947124004364,0.00490995636209846,0.138750940561295,0,0,0
GEO,2014,0.828279137611389,79.8150467393974,4.09049059581743,0.424183517694473,0.224748969078064,0.284588664770126,0,0,0
GEO,2015,0.700735151767731,99.9614666347915,3.35102350265353,0.263111501932144,0.22280541062355,0.274659216403961,0,0,0
GEO,2016,0.713530719280243,110.682370500543,3.45021517996871,0.420896291732788,0.335771918296814,0.295699268579483,0,0,0
GEO,2017,0.759495615959167,104.731416954999,5.15990261658827,0.481504321098328,0.262742727994919,0.265135079622269,0,0,0
GEO,2018,0.724816799163818,100.567976479814,6.062036412677,0.518133521080017,0.270510762929916,0.229046493768692,0,0,0
GEO,2019,0.716545462608337,111.373919345729,5.38071926589951,0.766199469566345,0.248691543936729,0.168092742562294,0,0,0
GEO,2020,0.601492643356323,131.698160888484,-6.2904717853839,0.716738402843475,0.222878128290176,0.0556090585887432,0,0,0
GEO,2021,0.661079525947571,124.749258913268,10.6442336580969,0.616529405117035,0.14443676173687,0.010173449292779,0,0,0
GEO,2022,0.620420038700104,103.163428036684,10.9585321385624,0.650143086910248,0.16946941614151,0.0156398266553879,0,0,0
GEO,2023,0.617694795131683,86.1892631011384,7.8322012152783,0.791285872459412,0.177279338240623,0.0347131341695786,0,0,0
GHA,2000,-0.0959861651062965,139.443581025134,3.70000008164408,0.0335262566804886,0.0787327066063881,0.0706235095858574,1,1,0
GHA,2001,,131.770132028794,4.00000012807919,,,,1,1,0
GHA,2002,-0.342790067195892,126.562832119902,4.49999955900331,-0.0885787010192871,0.0232138149440289,0.0284165181219578,1,1,0
GHA,2003,-0.311426788568497,111.158074007368,5.200000133101,-0.290672481060028,0.00786068569868803,0.271764487028122,1,1,0
GHA,2004,-0.279528439044952,83.4220114525133,5.59999999077445,-0.351197212934494,-0.126287415623665,0.117705419659615,1,1,0
GHA,2005,-0.368746399879456,76.2429877949672,5.90000381855104,-0.211272329092026,-0.134525462985039,0.197485223412514,1,1,0
GHA,2006,-0.0141816036775708,29.8321093533139,6.39991260618034,0.0275784749537706,0.0564966350793839,0.40759339928627,1,1,0
GHA,2007,0.0381476953625679,33.6669797693266,4.34681910440079,0.0862749591469765,0.0392334312200546,0.497320413589478,1,1,0
GHA,2008,-0.0774584859609604,35.2167135896258,9.14979893831817,-0.0305091328918934,-0.0623820126056671,0.431884378194809,1,1,0
GHA,2009,-0.0099876131862402,49.9435765043797,4.84448705175076,-0.124868348240852,-0.0423569194972515,0.498016387224197,1,1,0
GHA,2010,0.0142804691568017,56.7993406394068,7.89971194051621,-0.102774083614349,-0.0332933515310287,0.514764845371246,1,1,0
GHA,2011,-0.0291263181716204,55.9323652551077,14.0471235803149,-0.0901554822921753,-0.00314407632686198,0.484657794237137,1,1,0
GHA,2012,-0.126568555831909,59.0969632571457,9.2927894063005,-0.0900087654590607,0.0166694633662701,0.431352198123932,1,1,0
GHA,2013,-0.0967152342200279,46.6785659301049,7.31252501678145,-0.134414941072464,0.154123291373253,0.438787639141083,1,1,0
GHA,2014,-0.195330202579498,54.9247675218519,2.85624016330883,-0.307953178882599,0.0634023994207382,0.461614340543747,1,1,0
GHA,2015,-0.210838302969933,65.330211232919,2.12075933817334,-0.319785863161087,0.123091638088226,0.488243818283081,1,1,0
GHA,2016,-0.175533577799797,64.6032379637056,3.37346574966936,-0.254053384065628,0.0332300700247288,0.583152055740356,1,1,0
GHA,2017,-0.253390341997147,58.9137353761709,8.12889488100956,-0.187149077653885,0.105520524084568,0.596182525157928,1,1,0
GHA,2018,-0.138363629579544,55.4117351122754,6.20007768127284,-0.319947093725204,0.0510871484875679,0.557817578315735,1,1,0
GHA,2019,-0.108660869300365,49.7421250905043,6.5077747939152,-0.289961248636246,0.0127408038824797,0.550379991531372,1,1,0
GHA,2020,-0.127222999930382,57.3545452333712,0.513941670628171,-0.196979343891144,-0.0821285173296928,0.552889406681061,1,1,0
GHA,2021,-0.128043621778488,56.8244981052492,5.07646643533542,-0.176513522863388,-0.107684418559074,0.469472467899323,1,1,0
GHA,2022,-0.0643710345029831,58.463230531715,3.81750462109567,-0.106421269476414,-0.0795473381876945,0.400153130292892,1,1,0
GHA,2023,-0.0990211144089699,57.9975670455866,2.94478583082221,-0.092661589384079,-0.0996378883719444,0.410351544618607,1,1,0
GIN,2000,-1.05016088485718,71.6750336023485,2.50306056299607,-0.87711489200592,-1.38917946815491,-1.10104322433472,0,0,0
GIN,2001,,72.0556909029891,3.65834646929586,,,,0,0,0
GIN,2002,-0.767053604125977,74.0776962322233,5.16460946696631,-0.95980703830719,-1.0802047252655,-1.26344680786133,0,0,0
GIN,2003,-0.888901352882385,66.3808591137098,1.24860125923698,-0.768268346786499,-1.15406620502472,-1.19539868831635,0,0,0
GIN,2004,-0.887606680393219,63.8697735614928,2.34011731288737,-0.905938565731049,-1.30232226848602,-1.27017319202423,0,0,0
GIN,2005,-1.0733128786087,76.9405801305872,2.99727256275818,-1.06517994403839,-1.42345333099365,-1.17200481891632,0,0,0
GIN,2006,-1.12154197692871,75.5314536341388,1.18960211693242,-1.27254664897919,-1.42099547386169,-1.22781145572662,0,0,0
GIN,2007,-1.29245042800903,53.1176167375387,6.81747111070281,-1.25723922252655,-1.45206928253174,-1.36868393421173,0,0,0
GIN,2008,-1.21101438999176,46.504453249205,4.13301615965833,-1.183345079422,-1.54027628898621,-1.42630350589752,0,0,0
GIN,2009,-1.09628415107727,49.2575735107417,-1.12264204848687,-1.04185616970062,-1.55229949951172,-1.30284023284912,0,0,0
GIN,2010,-1.22193884849548,47.7994902944831,4.81336016967553,-1.12180197238922,-1.48563277721405,-0.917964994907379,0,0,0
GIN,2011,-1.12737143039703,48.1825820228774,5.61211177430975,-1.14293134212494,-1.44817268848419,-0.887738704681396,0,0,0
GIN,2012,-1.05566322803497,17.8091159273094,5.91528626133322,-1.25816690921783,-1.39905977249146,-1.01388883590698,0,0,0
GIN,2013,-1.04989922046661,21.0566525770157,3.94568708624053,-1.17050647735596,-1.38354921340942,-1.02241015434265,0,0,0
GIN,2014,-1.06746351718903,21.4938617504049,3.69655311664086,-1.23807573318481,-1.36796677112579,-0.857646048069,0,0,0
GIN,2015,-1.01449871063232,23.5641048658712,3.82591056949435,-1.18544518947601,-1.18813967704773,-0.858075261116028,0,0,0
GIN,2016,-0.94692987203598,26.1046688793802,10.82062719659,-1.0659271478653,-1.24484181404114,-0.761295199394226,0,0,0
GIN,2017,-1.03758335113525,23.2615121059829,10.3000053427355,-1.08549392223358,-1.25424540042877,-0.739905834197998,0,0,0
GIN,2018,-1.06008899211884,22.1895160888823,6.35849192736715,-1.02549612522125,-1.2317943572998,-0.769156455993652,0,0,0
GIN,2019,-0.914436340332031,26.5580694165283,5.61691446889876,-0.855751395225525,-1.23716998100281,-0.768536031246185,0,0,0
GIN,2020,-0.973217785358429,29.5290885441345,4.70459096113575,-0.96909773349762,-1.30379867553711,-0.919278860092163,0,0,0
GIN,2021,-1.02098333835602,28.3404260658602,5.5823328114905,-0.952450454235077,-1.15877056121826,-0.989065229892731,0,0,0
GIN,2022,-0.971789538860321,25.0644854877483,3.97240784200721,-0.914215862751007,-1.09771931171417,-1.08316206932068,0,0,0
GIN,2023,-0.897673428058624,25.4819426321959,6.74493444630886,-0.907938599586487,-1.11396610736847,-1.14505314826965,0,0,0
GMB,2000,-0.377791106700897,65.1187710252049,5.50000021632955,-0.509562849998474,-0.145569503307343,-1.06467461585999,1,1,0
GMB,2001,,75.3610617515334,5.80000024323377,,,,1,1,0
GMB,2002,-0.233312800526619,107.058361132109,-3.25000014970206,-0.619889736175537,-0.180294081568718,-0.670977175235748,1,1,0
GMB,2003,-0.176545038819313,138.563961047829,6.86999962173842,-0.419792979955673,0.163011163473129,-0.489668667316437,1,1,0
GMB,2004,-0.522410035133362,72.2098548469304,7.05000000064635,-0.592966556549072,-0.389444947242737,-0.67443460226059,1,1,0
GMB,2005,-0.694694995880127,65.8366506020533,-2.35172936176019,-0.723472833633423,-0.456847786903381,-1.01584625244141,1,1,0
GMB,2006,-0.729944288730621,68.9310783848804,-0.555580977246521,-0.72921222448349,-0.371125340461731,-0.896951019763947,1,1,0
GMB,2007,-0.712738215923309,55.0960767922269,3.04324950829739,-0.6148881316185,-0.330507665872574,-0.891591012477875,1,1,0
GMB,2008,-0.714707136154175,25.4686488738758,6.25590553394287,-0.769183158874512,-0.425357460975647,-0.865504682064056,1,1,0
GMB,2009,-0.557290554046631,37.3430257494781,6.6657243078367,-0.743443965911865,-0.519139885902405,-1.01221060752869,1,1,0
GMB,2010,-0.587572574615479,35.9332457818132,5.90833580968288,-0.747090220451355,-0.570687115192413,-1.07546448707581,1,1,0
GMB,2011,-0.513804793357849,37.4435207463885,-8.13044422315659,-0.673657119274139,-0.558868944644928,-1.21547913551331,1,1,0
GMB,2012,-0.653231739997864,40.8138633096458,5.24156924630741,-0.575278580188751,-0.599867880344391,-1.28747808933258,1,1,0
GMB,2013,-0.70621132850647,43.3066265390408,2.872768790327,-0.74015212059021,-0.649502038955688,-1.25742137432098,1,1,0
GMB,2014,-0.694107413291931,46.5158787603784,-1.40738249510954,-0.719993352890015,-0.696650505065918,-1.26768577098846,1,1,0
GMB,2015,-0.81372058391571,43.5650984373062,4.0580738039996,-0.990610837936401,-0.745471298694611,-1.45970582962036,1,1,0
GMB,2016,-0.85063761472702,42.7715420042373,1.94335965478776,-0.937365174293518,-0.798708558082581,-1.2605242729187,1,1,0
GMB,2017,-0.65783566236496,51.1045782522749,4.8226112492757,-0.745089054107666,-0.453931570053101,-0.621979296207428,1,1,0
GMB,2018,-0.502051889896393,47.3953247273082,7.23489033258579,-0.75137335062027,-0.455757111310959,-0.21559052169323,1,1,0
GMB,2019,-0.407115370035172,47.7568814883079,6.22205315994859,-0.765238344669342,-0.405600309371948,-0.249280497431755,1,1,0
GMB,2020,-0.424807697534561,53.9987549889751,0.591487287873974,-0.786214232444763,-0.393534988164902,-0.200950473546982,1,1,0
GMB,2021,-0.380903303623199,56.6631213557732,5.25596878816744,-0.676103711128235,-0.405620902776718,-0.104992866516113,1,1,0
GMB,2022,-0.275547713041306,54.2688341269691,5.49299823010114,-0.653572559356689,-0.455120772123337,-0.04075588285923,1,1,0
GMB,2023,-0.281129717826843,56.022426463259,4.79750895186164,-0.590593457221985,-0.374314546585083,-0.0410085804760456,1,1,0
GNB,2000,-0.915324807167053,251.200190237588,1.10027815777423,-0.966977536678314,-1.31946122646332,-0.638303697109222,0,0,0
GNB,2001,,226.187320141278,4.7859716500482,,,,0,0,0
GNB,2002,-1.04421436786652,214.171695698613,3.65393603642713,-1.06036186218262,-1.10760140419006,-0.658738374710083,0,0,0
GNB,2003,-1.12732601165771,196.122293912259,-0.285931052286514,-1.18989634513855,-1.22637474536896,-1.06557416915894,0,0,0
GNB,2004,-1.27454555034637,195.234411463738,1.17189152277038,-1.34709358215332,-1.19844830036163,-0.842662632465363,0,0,0
GNB,2005,-1.17498433589935,162.996576694653,6.55977111846077,-1.36588943004608,-1.25956666469574,-0.484425157308578,0,0,0
GNB,2006,-1.0954829454422,168.247403024837,2.66650493269572,-1.13137221336365,-1.25610196590424,-0.628867745399475,0,0,0
GNB,2007,-1.20494568347931,147.736511316599,2.55982647078751,-1.10492873191833,-1.32537257671356,-0.712383568286896,0,0,0
GNB,2008,-1.2003960609436,117.95469327483,4.52457514610252,-1.0642728805542,-1.40603303909302,-0.715373158454895,0,0,0
GNB,2009,-1.21717298030853,128.901490155202,2.44795106098685,-1.05143511295319,-1.34702742099762,-0.759196937084198,0,0,0
GNB,2010,-1.16155707836151,116.977828986106,5.60536311358261,-1.07034814357758,-1.33695018291473,-0.822992086410522,0,0,0
GNB,2011,-1.18604528903961,24.4217688399886,8.08504167173554,-1.07567989826202,-1.32349252700806,-0.853439450263977,0,0,0
GNB,2012,-1.29328751564026,27.1484316969907,-1.71286958446419,-1.29210209846497,-1.54239308834076,-1.32570588588715,0,0,0
GNB,2013,-1.34148275852203,26.2811065975261,3.25607190852087,-1.45703411102295,-1.6119669675827,-1.34348106384277,0,0,0
GNB,2014,-1.55695903301239,27.9554663130061,0.964525745841428,-1.64483594894409,-1.33877146244049,-0.849566519260406,0,0,0
GNB,2015,-1.50987255573273,33.4751364335026,6.1340893623123,-1.65444445610046,-1.31254017353058,-0.749440312385559,0,0,0
GNB,2016,-1.58653998374939,31.9240886375922,5.30659633085426,-1.70729947090149,-1.53768706321716,-0.734231889247894,0,0,0
GNB,2017,-1.59606611728668,31.8888416615566,4.78899161900992,-1.80647552013397,-1.46411693096161,-0.798041522502899,0,0,0
GNB,2018,-1.55908715724945,37.0575087320905,3.76145359637003,-1.52193677425385,-1.26597440242767,-0.683403134346008,0,0,0
GNB,2019,-1.49801743030548,40.6866982492409,5.55045564999175,-1.56018555164337,-1.30332553386688,-0.481889545917511,0,0,0
GNB,2020,-1.36328601837158,52.0331771772109,1.49527443726818,-1.4656149148941,-1.40028738975525,-0.455601722002029,0,0,0
GNB,2021,-1.32021415233612,57.0012118740884,6.18267668294831,-1.44829535484314,-1.4620885848999,-0.250631898641586,0,0,0
GNB,2022,-1.18545567989349,59.4222014662909,4.60583180729681,-1.4869327545166,-1.45402991771698,-0.417198479175568,0,0,0
GNB,2023,-1.1783698797226,55.1531949567521,5.19926829741253,-1.43258428573608,-1.43643689155579,-0.436878204345703,0,0,0
GRD,2000,0.861537575721741,41.008107669171,4.88795213650562,0.618822574615479,0.341131985187531,0.715227901935577,1,1,0
GRD,2001,,49.1967929326181,-2.02390004072058,,,,1,1,0
GRD,2002,0.85021036863327,75.5136419523229,3.43732352954147,0.568053841590881,0.359068334102631,0.785680055618286,1,1,0
GRD,2003,0.854120075702667,68.2809824219859,9.46397343076491,0.576729536056519,0.337395370006561,0.764794170856476,1,1,0
GRD,2004,0.759357511997223,80.4605361424936,-0.647450316084857,0.561109721660614,0.280416071414948,0.569066882133484,1,1,0
GRD,2005,0.743590176105499,54.2844725233957,13.2761883306272,0.388591378927231,0.378238171339035,0.525194108486176,1,1,0
GRD,2006,0.708866119384766,67.5670741702514,-3.99532824427482,0.390893787145615,0.259322911500931,0.720976889133453,1,1,0
GRD,2007,0.441427618265152,67.9595314026293,6.12345094741467,0.318634808063507,0.191248714923859,0.79478645324707,1,1,0
GRD,2008,0.375134289264679,68.7985429397398,0.947542624907697,0.238701924681664,0.127722352743149,0.820473313331604,1,1,0
GRD,2009,0.404830992221832,78.5916934485625,-6.61328134799545,0.238683417439461,0.157519295811653,0.823060750961304,1,1,0
GRD,2010,0.475884437561035,76.6738678956156,-0.511146187173722,0.19069316983223,0.118389397859573,0.791172504425049,1,1,0
GRD,2011,0.462857246398926,71.2707952143047,0.764773550338731,0.279186755418777,0.172344386577606,0.7851921916008,1,1,0
GRD,2012,0.446904987096786,76.9657900086008,-1.15483816409801,0.323037147521973,0.186642453074455,0.74750292301178,1,1,0
GRD,2013,0.45022788643837,71.83345045798,2.35109801677905,0.276314854621887,0.199559435248375,0.770301222801208,1,1,0
GRD,2014,0.313041895627975,76.93954547693,7.34212396037948,-0.0554382465779781,-0.137623712420464,0.906148672103882,1,1,0
GRD,2015,0.539932906627655,68.2666411891624,6.44522314693144,-0.150991275906563,0.174890741705894,0.805912375450134,1,1,0
GRD,2016,0.56108820438385,64.4595920614149,3.7396039558691,-0.119182765483856,0.620332658290863,0.816670596599579,1,1,0
GRD,2017,0.459925413131714,55.8651252128986,4.43867566948151,-0.144570037722588,0.454057425260544,0.743816733360291,1,1,0
GRD,2018,0.37033399939537,54.8832243331073,4.36144039364797,-0.196969509124756,0.249509677290916,0.501401007175446,1,1,0
GRD,2019,0.338273108005524,49.9889628488482,0.676511738873756,-0.108559049665928,0.187325745820999,0.678193986415863,1,1,0
GRD,2020,0.357770383358002,70.127773212469,-13.7566222572107,0.00246741506271064,0.32769039273262,0.684839725494385,1,1,0
GRD,2021,0.494541525840759,73.5653281445313,4.68747816934534,0.0204359367489815,0.490485429763794,0.724070906639099,1,1,0
GRD,2022,0.484212607145309,61.185857555061,7.32074061551874,0.0385159365832806,0.555590093135834,0.705830216407776,1,1,0
GRD,2023,0.558168590068817,58.9335609077403,3.56612861773655,-0.0060560517013073,0.604949295520782,0.753503501415253,1,1,0
GTM,2000,-0.830889880657196,20.6926966242416,3.6088687174876,-0.561387360095978,-0.885791599750519,-0.285944521427155,0,0,0
GTM,2001,,23.9172071636267,2.33257486608854,,,,0,0,0
